,Unnamed: 0,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
5956,5956,8143-ETQTI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,Female,0,1,1,23,1,No
5957,5957,8144-DGHXP,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,80.6,4299.95,Female,0,0,0,54,1,No
5958,5958,8146-QQKZH,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.85,5924.4,Female,0,1,0,71,1,No
5959,5959,8148-BPLZQ,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.8,1734.2,Male,0,0,0,34,1,No
5960,5960,8148-NLEGT,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,1014.25,Female,0,1,1,42,1,Yes
5961,5961,8148-WOCMK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,125,Male,0,1,1,8,1,No
5962,5962,8149-AIQCG,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.15,2730.85,Male,0,0,0,39,1,Yes
5963,5963,8149-RSOUN,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,93.85,Female,0,0,0,1,1,Yes
5964,5964,8150-QUDFX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,51.6,Male,0,0,0,2,1,No
5965,5965,8152-UOBNY,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,106.8,5347.95,Female,1,0,0,50,1,Yes
5966,5966,8152-VETUR,0,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),97.7,6869.7,Female,0,1,0,72,1,Yes
5967,5967,8155-IBNHG,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.4,1747.85,Female,0,1,0,24,1,Yes
5968,5968,8158-WPEZG,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,35.65,425.1,Male,0,0,0,11,0,No phone service
5969,5969,8160-HOWOX,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.85,458.1,Female,0,0,0,7,1,No
5970,5970,8161-QYMTT,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,701.3,Male,0,0,0,7,1,Yes
5971,5971,8164-OCKUJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1286,Female,0,1,1,59,1,No
5972,5972,8165-CBKXO,0,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),56.75,3708.4,Male,0,1,1,66,0,No phone service
5973,5973,8165-ZJRNM,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.75,1679.25,Female,0,1,1,72,1,Yes
5974,5974,8166-ORCHU,0,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Electronic check,93.55,3055.5,Male,1,1,0,33,1,No
5975,5975,8166-ZZTFS,1,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,5265.1,Female,1,1,0,66,1,Yes
5976,5976,8167-GJLRN,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.4,82.15,Male,0,0,0,3,0,No phone service
5977,5977,8168-UQWWF,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.85,1105.4,Female,0,0,0,11,1,Yes
5978,5978,8169-SAEJD,0,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,3952.65,Male,1,1,0,69,0,No phone service
5979,5979,8173-RXAYP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,452.55,Female,0,1,1,24,1,No
5980,5980,8174-LNWMW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,689.35,Female,0,0,0,31,1,No
5981,5981,8174-TBVCF,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,6859.05,Female,0,1,0,70,1,Yes
5982,5982,8178-EYZUO,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.7,4154.8,Male,0,0,0,46,1,Yes
5983,5983,8180-AKMJV,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,44.55,Female,0,0,0,1,1,No
5984,5984,8181-YHCMF,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109,Female,0,1,1,68,0,No phone service
5985,5985,8182-BJDSI,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.95,2625.55,Female,0,0,0,28,1,Yes
5986,5986,8182-PNAGI,1,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.25,593.75,Male,0,0,0,12,1,No
5987,5987,8183-ONMXC,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.75,159.45,Female,0,0,0,2,1,No
5988,5988,8184-WMOFI,0,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),71.4,4487.3,Male,0,1,1,62,1,No
5989,5989,8185-UPYBR,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,438,Male,0,1,0,6,1,Yes
5990,5990,8189-DUKMV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,79.05,Female,0,1,0,4,1,No
5991,5991,8189-HBVRW,0,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.8,4921.2,Female,0,0,0,53,1,Yes
5992,5992,8189-XRIKE,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.95,2897.95,Female,1,0,0,32,1,No
5993,5993,8190-ZTQFB,0,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,51.35,2075.1,Male,0,0,0,41,0,No phone service
5994,5994,8191-XWSZG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,1022.95,Female,0,0,0,52,1,No
5995,5995,8194-PEEBY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,533.5,Female,0,1,1,24,1,No
5996,5996,8197-BFWVU,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),93.25,6688.95,Female,0,1,1,72,1,Yes
5997,5997,8198-RKSZG,0,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),80.45,1137.05,Female,0,1,1,14,1,Yes
5998,5998,8199-ZLLSA,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),118.35,7804.15,Male,0,0,0,67,1,Yes
5999,5999,8200-KLNYW,0,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,80.9,1714.95,Female,0,1,0,21,1,No
6000,6000,8200-LGKSR,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,83.2,6126.1,Male,0,1,0,71,1,Yes
6001,6001,8201-AAXCB,0,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,60.35,1404.65,Male,0,1,1,25,1,Yes
6002,6002,8203-XJZRC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,20.25,Male,0,0,0,1,1,No
6003,6003,8204-TIFGJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,470.6,Female,0,0,0,23,1,No
6004,6004,8204-YJCLA,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),64.8,4732.35,Male,1,1,1,72,0,No phone service
6005,6005,8205-MQUGY,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15,Male,0,1,1,12,1,No
6006,6006,8205-OTCHB,1,DSL,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),43.75,903.6,Male,0,0,0,22,0,No phone service
6007,6007,8205-VSLRB,0,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),77.3,5498.2,Male,0,1,0,70,1,Yes
6008,6008,8207-DMRVL,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.55,8306.05,Male,0,1,1,72,1,Yes
6009,6009,8207-VVMYB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,2006.95,Female,0,1,0,70,1,Yes
6010,6010,8208-EUMTE,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,54.85,916.15,Male,0,0,0,16,0,No phone service
6011,6011,8212-CRQXP,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.0,1706.45,Female,0,1,0,22,1,No
6012,6012,8212-DJRCH,0,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,90.35,434.5,Male,0,1,1,5,1,No
6013,6013,8212-FSQIV,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,Male,0,0,1,1,1,No
6014,6014,8213-TAZPM,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.75,7493.05,Female,0,1,1,69,1,Yes
6015,6015,8215-NGSPE,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,833.55,Female,0,1,1,42,1,No
6016,6016,8216-AZUUZ,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,100.4,4303.65,Female,0,1,1,42,1,No
6017,6017,8217-QYOHV,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.75,266.95,Male,0,0,0,5,1,No
6018,6018,8218-FFJDS,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.4,6058.95,Female,0,1,0,72,1,Yes
6019,6019,8219-VYBVI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1004.35,Male,0,0,1,39,1,Yes
6020,6020,8220-OCUFY,0,DSL,Yes,No,Yes,Yes,No,No,One year,1,Electronic check,60.25,1258.35,Female,0,0,0,21,1,No
6021,6021,8221-EQDGL,0,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,61.0,2130.45,Male,0,1,0,35,1,No
6022,6022,8221-HVAYI,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),69.15,2490.15,Male,0,1,1,35,1,Yes
6023,6023,8224-DWCKX,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.3,828.05,Male,1,0,0,12,1,Yes
6024,6024,8224-IVVPA,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,56.7,1652.95,Female,0,0,0,27,1,No
6025,6025,8224-KDLKN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.0,1738.9,Male,0,1,1,72,1,Yes
6026,6026,8224-UAXBZ,0,DSL,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,45.35,2540.1,Female,0,1,0,58,0,No phone service
6027,6027,8225-BTJAU,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,793.55,Male,1,0,0,10,1,No
6028,6028,8226-BXGES,0,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),89.45,5692.65,Male,0,1,0,64,1,Yes
6029,6029,8229-BUJHX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1500.95,Female,0,1,1,71,1,No
6030,6030,8229-MYEJZ,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,51.2,498.25,Female,0,0,0,10,1,No
6031,6031,8229-TNIQA,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,196.95,Female,0,0,0,4,1,No
6032,6032,8231-BSWXX,0,Fiber optic,No,Yes,No,No,No,No,One year,1,Credit card (automatic),79.05,5552.5,Male,0,0,0,71,1,Yes
6033,6033,8232-CTLKO,0,DSL,Yes,No,No,No,Yes,No,Two year,1,Electronic check,59.75,3996.8,Female,0,1,1,66,1,No
6034,6034,8232-UTFOZ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1399.35,Male,0,0,0,69,1,No
6035,6035,8234-GSZYK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,Male,0,0,0,43,1,Yes
6036,6036,8237-ULIXL,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1871.85,Female,0,1,0,72,1,Yes
6037,6037,8241-JUIQO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35,Female,0,0,0,61,1,No
6038,6038,8242-JSVBO,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5,Male,0,0,0,7,1,No
6039,6039,8242-PDSGJ,0,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),39.15,2692.75,Male,0,1,0,70,0,No phone service
6040,6040,8242-SOQUO,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5,Female,1,0,0,5,1,No
6041,6041,8245-UMPYT,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.4,1581.2,Female,1,0,0,16,1,Yes
6042,6042,8246-SHFGA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.1,385.55,Male,0,0,0,17,1,No
6043,6043,8249-THVEC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,997.75,Male,0,1,1,51,1,No
6044,6044,8250-ZNGGW,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),59.9,287.85,Female,1,0,0,5,1,No
6045,6045,8256-ERHVS,1,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),68.25,576.95,Male,0,0,0,9,1,No
6046,6046,8256-TWSNM,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,377.85,Male,0,1,1,6,1,No
6047,6047,8257-RZAHR,1,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),64.7,941,Female,0,1,0,14,1,Yes
6048,6048,8258-GSTJK,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.0,237.75,Male,1,0,0,3,1,Yes
6049,6049,8259-DZLIZ,0,DSL,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),53.85,3399.85,Female,0,1,1,64,1,Yes
6050,6050,8259-NFJTV,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.65,246.6,Female,0,1,1,7,0,No phone service
6051,6051,8260-NGFNY,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.2,25.2,Female,0,0,0,1,0,No phone service
6052,6052,8261-GWDBQ,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,6925.9,Female,1,1,0,60,1,Yes
6053,6053,8262-COGGB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,Male,0,0,0,1,1,No
6054,6054,8263-JQAIK,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.45,47.5,Male,1,0,0,2,0,No phone service
6055,6055,8263-OKETD,0,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,Female,0,0,0,20,1,Yes
6056,6056,8263-QMNTJ,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.55,8425.3,Male,0,1,0,72,1,Yes
6057,6057,8265-HKSOW,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),107.45,7658.3,Female,0,1,1,72,1,Yes
6058,6058,8266-VBFQL,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,90.4,356.65,Male,0,0,0,4,1,No
6059,6059,8267-KFGYD,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,Male,0,0,1,1,1,No
6060,6060,8267-ZNYVZ,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,103.75,3361.05,Female,0,1,0,33,1,No
6061,6061,8268-YDIXR,0,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,93.15,5253.95,Male,0,1,0,56,1,Yes
6062,6062,8270-RKSAP,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.5,597.9,Male,0,0,0,9,1,No
6063,6063,8272-ONJLV,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.7,1184,Male,0,0,0,12,1,No
6064,6064,8276-MQBYC,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,97.8,4913.3,Male,1,0,0,51,1,Yes
6065,6065,8277-RVRSV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,800.3,Female,0,1,1,33,1,Yes
6066,6066,8280-MQRQN,1,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.45,50.45,Female,0,0,0,1,1,No
6067,6067,8285-ABVLB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,Female,0,1,0,70,1,No
6068,6068,8286-AFUYI,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,47.95,47.95,Male,0,0,0,1,1,No
6069,6069,8289-DXCFQ,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.1,50.1,Female,0,0,0,1,1,Yes
6070,6070,8290-YWKHZ,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.2,2931,Female,1,1,0,32,1,Yes
6071,6071,8292-FRFZQ,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),41.15,1700.9,Female,0,0,0,39,0,No phone service
6072,6072,8292-ITGYJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1138.8,Female,0,1,1,45,1,Yes
6073,6073,8292-TYSPY,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),55.0,1046.5,Male,0,0,0,19,1,No
6074,6074,8294-UIMBA,0,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),94.4,2638.1,Female,0,0,0,30,1,No
6075,6075,8295-FHIVV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65,Male,0,0,0,7,1,No
6076,6076,8295-KMENE,0,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,76.45,4519.5,Female,0,1,1,59,1,Yes
6077,6077,8305-VHZBZ,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,Male,0,0,0,1,1,No
6078,6078,8309-IEYJD,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,Female,1,0,0,1,1,No
6079,6079,8309-PPCED,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5,Female,0,1,0,72,1,Yes
6080,6080,8311-UEUAB,0,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,Female,0,1,1,67,1,Yes
6081,6081,8313-AFGBW,0,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,73.6,3522.65,Male,0,1,0,47,1,No
6082,6082,8313-KTIHG,0,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,61.3,249.4,Male,0,0,0,4,1,No
6083,6083,8313-NDOIA,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.15,2494.65,Female,0,0,0,24,1,Yes
6084,6084,8314-DPQHL,0,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Mailed check,50.8,463.6,Male,0,0,0,9,0,No phone service
6085,6085,8314-HTWVE,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,144.15,Female,0,1,1,7,1,No
6086,6086,8316-BBQAY,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.95,3921.1,Female,0,0,0,65,0,No phone service
6087,6087,8317-BVKSO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,299.3,Male,0,0,0,14,1,No
6088,6088,8318-LCNBW,0,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),53.15,1930.9,Male,0,1,0,35,0,No phone service
6089,6089,8319-QBEHW,0,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),39.95,1023.75,Male,0,0,1,26,0,No phone service
6090,6090,8325-QRPZR,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,75.15,525,Female,0,0,0,7,1,No
6091,6091,8327-LZKAS,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.55,4533.9,Female,1,1,0,43,1,Yes
6092,6092,8327-WKMIE,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,785.75,Male,0,0,0,37,1,No
6093,6093,8328-SKJNO,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),40.65,947.4,Male,0,0,1,23,0,No phone service
6094,6094,8329-GWVPJ,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,Female,0,1,1,50,1,No
6095,6095,8329-IBCTI,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,Female,0,0,0,1,1,No
6096,6096,8329-UTMVM,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.65,2964,Male,1,0,0,27,1,Yes
6097,6097,8331-ZXFOE,0,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),71.1,4299.2,Female,0,0,0,58,1,Yes
6098,6098,8332-OSJDW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,26.4,314.95,Male,0,1,1,12,1,Yes
6099,6099,8336-TAVKX,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),78.45,5682.25,Female,1,1,0,72,1,Yes
6100,6100,8337-MSSXB,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.3,1180.95,Female,0,0,0,14,1,No
6101,6101,8337-UPOAQ,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.8,914.3,Male,1,1,0,10,1,Yes
6102,6102,8338-QIUNR,0,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),66.5,4811.6,Male,0,1,1,72,1,Yes
6103,6103,8344-WFMFH,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,50.1,484.05,Male,0,0,1,9,1,No
6104,6104,8345-MVDYC,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.65,3618.7,Female,0,0,0,45,1,No
6105,6105,8347-GDTMP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,Female,0,1,0,64,1,No
6106,6106,8348-HFYIV,1,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,49.25,90.35,Male,0,0,0,2,0,No phone service
6107,6107,8348-JLBUG,0,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),80.3,5017.7,Male,1,1,0,64,1,No
6108,6108,8350-NYMVI,0,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,Female,0,0,0,39,0,No phone service
6109,6109,8353-CFNVI,1,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.0,4211.55,Male,0,0,0,43,1,Yes
6110,6110,8356-WUAOJ,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,45,Female,0,1,0,1,1,No
6111,6111,8357-EQXFO,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,660.9,Female,0,0,0,7,1,No
6112,6112,8361-LBRDI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.35,1423.85,Female,0,0,0,58,1,Yes
6113,6113,8361-LTMKD,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.4,306.6,Male,1,1,0,4,1,Yes
6114,6114,8364-TRMMK,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.65,151.3,Female,0,0,0,3,1,Yes
6115,6115,8372-JUXUI,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,74.35,Male,0,0,1,1,1,Yes
6116,6116,8374-UULRV,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.05,6309.65,Male,0,0,0,72,1,Yes
6117,6117,8374-XGEJJ,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,4388.4,Male,1,1,0,43,1,Yes
6118,6118,8375-DKEBR,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,Female,1,0,0,1,1,No
6119,6119,8375-KVTHK,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,100.3,6754.35,Male,0,1,0,68,1,No
6120,6120,8378-LKJAF,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.15,3956.7,Male,0,1,1,38,1,Yes
6121,6121,8380-MQINP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05,Female,0,1,1,55,1,No
6122,6122,8380-PEFPE,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,71.65,Male,0,0,1,1,1,No
6123,6123,8382-SHQEH,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,764.95,Female,0,1,0,8,1,Yes
6124,6124,8383-SGHJU,0,DSL,Yes,No,No,Yes,No,No,One year,0,Electronic check,59.4,1952.8,Female,0,0,0,33,1,Yes
6125,6125,8384-FZBJK,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,5611.7,Female,0,1,1,57,1,Yes
